0.1	0.0	0.9197262479871177
0.1	0.1	0.9848484848484849
0.1	0.2	0.9985507246376811
0.1	0.3	0.9901515151515152
0.1	0.4	0.9859649122807017
0.1	0.5	1.0
0.1	0.6	0.9925925925925926
0.1	0.7	0.9826086956521739
0.1	0.8	1.0
0.1	0.9	1.0
0.2	0.0	0.9236868686868686
0.2	0.1	0.9832431457431459
0.2	0.2	0.9964912280701754
0.2	0.3	0.9954365079365081
0.2	0.4	0.9980392156862745
0.2	0.5	0.9987179487179487
0.2	0.6	0.9832611832611834
0.2	0.7	0.9944444444444445
0.2	0.8	0.9969696969696971
0.2	0.9	0.9933333333333333
0.3	0.0	0.9400641025641026
0.3	0.1	0.9666666666666667
0.3	0.2	0.9823529411764707
0.3	0.3	1.0
0.3	0.4	0.9933333333333333
0.3	0.5	0.9842105263157895
0.3	0.6	0.9857142857142858
0.3	0.7	1.0
0.3	0.8	0.986904761904762
0.3	0.9	1.0
0.4	0.0	0.9206127450980391
0.4	0.1	0.984047619047619
0.4	0.2	0.9761029411764706
0.4	0.3	0.9982456140350878
0.4	0.4	0.9964912280701754
0.4	0.5	0.9869565217391304
0.4	0.6	1.0
0.4	0.7	1.0
0.4	0.8	0.9857142857142858
0.4	0.9	0.6805555555555557
0.5	0.0	0.9333859649122808
0.5	0.1	1.0
0.5	0.2	0.9901960784313726
0.5	0.3	1.0
0.5	0.4	0.9842105263157895
0.5	0.5	0.9739130434782609
0.5	0.6	1.0
0.5	0.7	0.7000000000000001
0.5	0.8	0.7238095238095239
0.5	0.9	0.7000000000000001
0.6	0.0	0.9316825396825398
0.6	0.1	0.9969696969696971
0.6	0.2	0.9465019762845849
0.6	0.3	0.9714285714285714
0.6	0.4	1.0
0.6	0.5	1.0
0.6	0.6	0.7000000000000001
0.6	0.7	0.9833333333333334
0.6	0.8	0.9982456140350878
0.6	0.9	0.8728395061728396
0.7	0.0	0.9754594820384295
0.7	0.1	0.9816666666666668
0.7	0.2	0.9955555555555556
0.7	0.3	1.0
0.7	0.4	0.9647058823529413
0.7	0.5	0.8250000000000001
0.7	0.6	0.5515151515151515
0.7	0.7	0.8746031746031746
0.7	0.8	0.8111111111111112
0.7	0.9	1.0
0.8	0.0	0.9663324979114453
0.8	0.1	0.9772727272727272
0.8	0.2	0.9883333333333333
0.8	0.3	0.9842105263157895
0.8	0.4	0.49000000000000005
0.8	0.5	0.7000000000000001
0.8	0.6	0.8875000000000001
0.8	0.7	0.8578947368421052
0.8	0.8	0.6807017543859649
0.8	0.9	0.7086834733893556
0.9	0.0	0.96942645074224
0.9	0.1	1.0
0.9	0.2	1.0
0.9	0.3	0.9874999999999999
0.9	0.4	1.0
0.9	0.5	0.8333333333333334
0.9	0.6	0.57
0.9	0.7	0.8666666666666667
0.9	0.8	0.4529693486590039
0.9	0.9	0.47941176470588226
